LOCATION: Hollandse Kust zuid
SYSTEM SERIAL: HKZA
TIMESTAMP (ISO-8601) UTC;WindDir004m deg;WindDir030m deg;WindDir040m deg;WindDir040m_ref deg;WindDir060m deg;WindDir080m deg;WindDir100m deg;WindDir120m deg;WindDir140m deg;WindDir160m deg;WindDir180m deg;WindDir200m deg;WindGust004m m/s;WindSpeed004m m/s;WindSpeed030mh m/s;WindSpeed040mh m/s;WindSpeed040m_refh m/s;WindSpeed060mh m/s;WindSpeed080mh m/s;WindSpeed100mh m/s;WindSpeed120mh m/s;WindSpeed140mh m/s;WindSpeed160mh m/s;WindSpeed180mh m/s;WindSpeed200mh m/s;TI 030m;TI 040m;TI 040m ref;TI 060m;TI 080m;TI 100m;TI 120m;TI 140m;TI 160m;TI 180m;TI 200m
2017-04-25T00:00:00Z; 296.718750; 301.289060; 301.640630; 300.234380; 306.210940; 303.398440; 305.859380; 299.179690; 300.585940; 297.773440; 299.531250; 299.531250;  12.363280;  10.253910;  12.539060;  12.949220;  12.773440;  13.066410;  12.832030;  12.714840;  13.066410;  13.417970;  13.242190;  13.476560;  13.359380;   0.163574;   0.133057;   0.139160;   0.103760;   0.139160;   0.139160;   0.124512;   0.126953;   0.123291;   0.157471;   0.146484
2017-04-25T00:10:00Z; 297.773440; 311.835940; 307.265630; 311.835940; 307.968750; 310.078130; 310.429690; 310.781250; 310.781250; 306.562500; 306.914060; 310.078130;  13.242190;  10.136720;  12.714840;  12.773440;  12.949220;  13.476560;  13.476560;  13.828130;  13.769530;  13.359380;  13.476560;  13.593750;  13.769530;   0.135498;   0.130615;   0.134277;   0.101318;   0.106201;   0.134277;   0.112305;   0.129395;   0.112305;   0.097656;   0.155029
2017-04-25T00:20:00Z; 310.429690; 319.921880; 325.546880; 319.570310; 323.437500; 322.031250; 320.976560; 321.328130; 315.000000; 317.460940; 318.515630; 319.570310;  13.183590;  10.546880;  13.242190;  13.417970;  12.714840;  12.890630;  12.656250;  13.417970;  13.066410;  13.769530;  13.652340;  14.121090;  13.535160;   0.139160;   0.137939;   0.126953;   0.146484;   0.133057;   0.106201;   0.114746;   0.135498;   0.142822;   0.128174;   0.120850
2017-04-25T00:30:00Z; 313.242190; 299.882810; 301.992190; 298.476560; 304.804690; 303.046880; 303.398440; 302.695310; 299.179690; 301.289060; 302.343750; 303.398440;  14.062500;  10.371090;  14.062500;  14.648440;  13.886720;  14.589840;  14.882810;  15.292970;  15.117190;  14.824220;  14.941410;  15.351560;  15.175780;   0.123291;   0.129395;   0.139160;   0.119629;   0.093994;   0.136719;   0.141602;   0.135498;   0.151367;   0.089111;   0.113525
2017-04-25T00:40:00Z; 296.367190; 305.156250; 306.562500; 305.859380; 308.320310; 306.562500; 309.726560; 309.726560; 307.265630; 307.968750; 309.375000; 308.671880;  14.882810;  11.718750;  13.593750;  13.652340;  14.179690;  14.062500;  14.882810;  15.234380;  14.882810;  14.238280;  14.531250;  14.707030;  15.000000;   0.120850;   0.134277;   0.157471;   0.146484;   0.113525;   0.097656;   0.133057;   0.136719;   0.113525;   0.122070;   0.109863
2017-04-25T00:50:00Z; 303.750000; 311.835940; 310.078130; 310.078130; 311.132810; 311.484380; 310.078130; 310.078130; 311.484380; 311.484380; 311.132810; 315.000000;  13.769530;  11.367190;  13.886720;  13.945310;  13.945310;  14.472660;  14.589840;  14.355470;  14.589840;  14.414060;  14.238280;  14.472660;  14.707030;   0.166016;   0.142822;   0.145264;   0.108643;   0.117188;   0.089111;   0.115967;   0.144043;   0.126953;   0.120850;   0.091553
2017-04-25T01:00:00Z;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
2017-04-25T01:10:00Z;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
2017-04-25T01:20:00Z;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
2017-04-25T01:30:00Z;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
